te_id	species	chrom	te_start	te_end	te_class	te_subclass
Populus_lasiocarpa|Chr4:16606048-16606217|TIR_55	Populus_lasiocarpa	Chr4	16606048	16606217	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr4:16606755-16606923|TIR_20	Populus_lasiocarpa	Chr4	16606755	16606923	TIR	DNA/hAT
Populus_lasiocarpa|Chr4:16606983-16607159|TIR_20	Populus_lasiocarpa	Chr4	16606983	16607159	TIR	DNA/hAT
Populus_lasiocarpa|Chr4:17376621-17376689|LTR_1360-int	Populus_lasiocarpa	Chr4	17376621	17376689	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:17376956-17377034|TIR_118	Populus_lasiocarpa	Chr4	17376956	17377034	TIR	DNA/MULE
Populus_lasiocarpa|Chr4:19664989-19665260|Denovo_Non_LTR_23	Populus_lasiocarpa	Chr4	19664989	19665260	non-LTR	LINE/L1
Populus_lasiocarpa|Chr4:19680707-19680845|TIR_45	Populus_lasiocarpa	Chr4	19680707	19680845	TIR	DNA/TcMar
Populus_lasiocarpa|Chr4:19680872-19680992|TIR_69	Populus_lasiocarpa	Chr4	19680872	19680992	TIR	DNA/other
Populus_lasiocarpa|Chr4:19680879-19681023|TIR_2	Populus_lasiocarpa	Chr4	19680879	19681023	TIR	DNA/hAT
Populus_lasiocarpa|Chr4:19681692-19682139|LTR_1360-int	Populus_lasiocarpa	Chr4	19681692	19682139	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:21386206-21387126|LTR_1038-int	Populus_lasiocarpa	Chr4	21386206	21387126	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:21386932-21387127|LTR_1192-int	Populus_lasiocarpa	Chr4	21386932	21387127	LTR	LTR/Gypsy
Populus_lasiocarpa|Chr4:21387787-21387861|LTR_1298-int	Populus_lasiocarpa	Chr4	21387787	21387861	LTR	LTR/Gypsy
Populus_lasiocarpa|Chr4:21395052-21395224|LTR_75-LTR	Populus_lasiocarpa	Chr4	21395052	21395224	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:21395087-21395268|TIR_50	Populus_lasiocarpa	Chr4	21395087	21395268	TIR	DNA/hAT
Populus_lasiocarpa|Chr4:21590731-21590794|LTR_1260-int	Populus_lasiocarpa	Chr4	21590731	21590794	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:21595317-21595775|LTR_1360-int	Populus_lasiocarpa	Chr4	21595317	21595775	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:21595802-21596177|LTR_1360-int	Populus_lasiocarpa	Chr4	21595802	21596177	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:21596145-21596697|LTR_1241-int	Populus_lasiocarpa	Chr4	21596145	21596697	LTR	LTR/Copia
Populus_lasiocarpa|Chr4:23325542-23325673|TIR_45	Populus_lasiocarpa	Chr4	23325542	23325673	TIR	DNA/TcMar
Populus_lasiocarpa|Chr5:10862940-10863581|LTR_169-LTR	Populus_lasiocarpa	Chr5	10862940	10863581	LTR	LTR/Copia
Populus_lasiocarpa|Chr5:10863542-10863588|LTR_68-LTR	Populus_lasiocarpa	Chr5	10863542	10863588	LTR	LTR/Copia
Populus_lasiocarpa|Chr5:16748705-16749113|TIR_117	Populus_lasiocarpa	Chr5	16748705	16749113	TIR	DNA/TcMar
Populus_lasiocarpa|Chr5:16749874-16750028|TIR_125	Populus_lasiocarpa	Chr5	16749874	16750028	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr5:16749987-16750204|TIR_7	Populus_lasiocarpa	Chr5	16749987	16750204	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr5:16750135-16750629|TIR_65	Populus_lasiocarpa	Chr5	16750135	16750629	TIR	DNA/hAT
Populus_lasiocarpa|Chr5:18424962-18425309|TIR_24	Populus_lasiocarpa	Chr5	18424962	18425309	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr5:18425809-18425948|Denovo_Non_LTR_9	Populus_lasiocarpa	Chr5	18425809	18425948	TIR	DNA/hAT
Populus_lasiocarpa|Chr5:18425986-18426210|TIR_76	Populus_lasiocarpa	Chr5	18425986	18426210	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr5:18946097-18946112|TIR_70	Populus_lasiocarpa	Chr5	18946097	18946112	TIR	DNA/hAT
Populus_lasiocarpa|Chr5:18946112-18946240|TIR_5	Populus_lasiocarpa	Chr5	18946112	18946240	TIR	DNA/other
Populus_lasiocarpa|Chr5:18946120-18946261|Denovo_Non_LTR_9	Populus_lasiocarpa	Chr5	18946120	18946261	TIR	DNA/hAT
Populus_lasiocarpa|Chr5:18946815-18946996|Denovo_Non_LTR_15	Populus_lasiocarpa	Chr5	18946815	18946996	non-LTR	SINE/tRNA
Populus_lasiocarpa|Chr5:18951031-18951167|Denovo_Non_LTR_9	Populus_lasiocarpa	Chr5	18951031	18951167	TIR	DNA/hAT
Populus_lasiocarpa|Chr5:18951167-18951214|TIR_70	Populus_lasiocarpa	Chr5	18951167	18951214	TIR	DNA/hAT
Populus_lasiocarpa|Chr5:18951893-18952127|LTR_1360-int	Populus_lasiocarpa	Chr5	18951893	18952127	LTR	LTR/Copia
Populus_lasiocarpa|Chr5:18952420-18952500|LTR_1360-int	Populus_lasiocarpa	Chr5	18952420	18952500	LTR	LTR/Copia
Populus_lasiocarpa|Chr5:18952533-18952584|LTR_1360-int	Populus_lasiocarpa	Chr5	18952533	18952584	LTR	LTR/Copia
Populus_lasiocarpa|Chr5:19663713-19664138|LTR_786-LTR	Populus_lasiocarpa	Chr5	19663713	19664138	LTR	LTR/Gypsy
Populus_lasiocarpa|Chr5:19665038-19665193|Denovo_Non_LTR_15	Populus_lasiocarpa	Chr5	19665038	19665193	non-LTR	SINE/tRNA
Populus_lasiocarpa|Chr5:22236699-22236877|Denovo_Non_LTR_13	Populus_lasiocarpa	Chr5	22236699	22236877	non-LTR	SINE/tRNA
Populus_lasiocarpa|Chr5:23507505-23507674|TIR_0	Populus_lasiocarpa	Chr5	23507505	23507674	LTR	LTR/Copia
Populus_lasiocarpa|Chr6:443727-444124|TIR_7	Populus_lasiocarpa	Chr6	443727	444124	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr6:458123-458275|Denovo_Non_LTR_9	Populus_lasiocarpa	Chr6	458123	458275	TIR	DNA/hAT
Populus_lasiocarpa|Chr6:460690-460838|LTR_1360-int	Populus_lasiocarpa	Chr6	460690	460838	LTR	LTR/Copia
Populus_lasiocarpa|Chr6:7291202-7291350|Denovo_Non_LTR_9	Populus_lasiocarpa	Chr6	7291202	7291350	TIR	DNA/hAT
Populus_lasiocarpa|Chr6:7293383-7293584|TIR_50	Populus_lasiocarpa	Chr6	7293383	7293584	TIR	DNA/hAT
Populus_lasiocarpa|Chr6:22301509-22302007|LTR_1360-int	Populus_lasiocarpa	Chr6	22301509	22302007	LTR	LTR/Copia
Populus_lasiocarpa|Chr6:22302142-22302360|LTR_1360-int	Populus_lasiocarpa	Chr6	22302142	22302360	LTR	LTR/Copia
Populus_lasiocarpa|Chr6:22303770-22303838|TIR_48	Populus_lasiocarpa	Chr6	22303770	22303838	TIR	DNA/CMC-EnSpm
Populus_lasiocarpa|Chr6:22303841-22303940|LTR_895-int	Populus_lasiocarpa	Chr6	22303841	22303940	LTR	LTR/Copia
Populus_lasiocarpa|Chr6:22304798-22306338|LTR_703-LTR	Populus_lasiocarpa	Chr6	22304798	22306338	LTR	LTR/Gypsy
Populus_lasiocarpa|Chr7:12491922-12491994|TIR_42	Populus_lasiocarpa	Chr7	12491922	12491994	TIR	DNA/hAT
Populus_lasiocarpa|Chr7:12500307-12500454|Homology_Non_LTR_1	Populus_lasiocarpa	Chr7	12500307	12500454	non-LTR	SINE/tRNA
Populus_lasiocarpa|Chr8:13264612-13264774|TIR_2	Populus_lasiocarpa	Chr8	13264612	13264774	TIR	DNA/hAT
Populus_lasiocarpa|Chr8:13264648-13264822|LTR_1360-int	Populus_lasiocarpa	Chr8	13264648	13264822	LTR	LTR/Copia
Populus_lasiocarpa|Chr8:14140379-14140713|TIR_24	Populus_lasiocarpa	Chr8	14140379	14140713	TIR	DNA/PIF-Harbinger
Populus_lasiocarpa|Chr8:14143245-14143550|TIR_0	Populus_lasiocarpa	Chr8	14143245	14143550	LTR	LTR/Copia
Populus_lasiocarpa|Chr8:20525880-20525928|TIR_165	Populus_lasiocarpa	Chr8	20525880	20525928	TIR	DNA/hAT
Populus_pruinosa|Chr1:5689352-5690065|LTR_269-int	Populus_pruinosa	Chr1	5689352	5690065	LTR	LTR/Copia
Populus_pruinosa|Chr1:10838786-10838838|LTR_299-int	Populus_pruinosa	Chr1	10838786	10838838	LTR	LTR/Gypsy
Populus_pruinosa|Chr1:10843270-10843401|TIR_16	Populus_pruinosa	Chr1	10843270	10843401	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr1:10845750-10846519|TIR_35	Populus_pruinosa	Chr1	10845750	10846519	TIR	DNA/hAT
Populus_pruinosa|Chr1:14034220-14034898|LTR_332-int	Populus_pruinosa	Chr1	14034220	14034898	LTR	LTR/Copia
Populus_pruinosa|Chr1:45558550-45558901|TIR_19	Populus_pruinosa	Chr1	45558550	45558901	TIR	DNA/TcMar
Populus_pruinosa|Chr1:46084756-46085606|LTR_267-int	Populus_pruinosa	Chr1	46084756	46085606	LTR	LTR/Gypsy
Populus_pruinosa|Chr10:413606-413799|TIR_4	Populus_pruinosa	Chr10	413606	413799	TIR	DNA/TcMar
Populus_pruinosa|Chr10:429922-429944|TIR_4	Populus_pruinosa	Chr10	429922	429944	TIR	DNA/TcMar
Populus_pruinosa|Chr10:429944-430068|TIR_16	Populus_pruinosa	Chr10	429944	430068	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr10:711761-711956|LTR_114-LTR	Populus_pruinosa	Chr10	711761	711956	LTR	LTR/Copia
Populus_pruinosa|Chr10:712005-712416|LTR_283-int	Populus_pruinosa	Chr10	712005	712416	LTR	LTR/Copia
Populus_pruinosa|Chr10:712407-712804|LTR_283-int	Populus_pruinosa	Chr10	712407	712804	LTR	LTR/Copia
Populus_pruinosa|Chr10:712794-714014|LTR_283-int	Populus_pruinosa	Chr10	712794	714014	LTR	LTR/Copia
Populus_pruinosa|Chr10:714002-714041|LTR_283-int	Populus_pruinosa	Chr10	714002	714041	LTR	LTR/Copia
Populus_pruinosa|Chr10:714015-714308|LTR_136-LTR	Populus_pruinosa	Chr10	714015	714308	LTR	LTR/Copia
Populus_pruinosa|Chr10:714308-714334|LTR_128-LTR	Populus_pruinosa	Chr10	714308	714334	LTR	LTR/Copia
Populus_pruinosa|Chr10:25232599-25233071|LTR_126-LTR	Populus_pruinosa	Chr10	25232599	25233071	LTR	LTR/Gypsy
Populus_pruinosa|Chr10:25237664-25237723|TIR_49	Populus_pruinosa	Chr10	25237664	25237723	TIR	DNA/hAT
Populus_pruinosa|Chr10:25238412-25238516|TIR_25	Populus_pruinosa	Chr10	25238412	25238516	TIR	DNA/other
Populus_pruinosa|Chr13:3009785-3009964|TIR_4	Populus_pruinosa	Chr13	3009785	3009964	TIR	DNA/TcMar
Populus_pruinosa|Chr13:3010030-3010191|TIR_4	Populus_pruinosa	Chr13	3010030	3010191	TIR	DNA/TcMar
Populus_pruinosa|Chr13:13248942-13249054|TIR_45	Populus_pruinosa	Chr13	13248942	13249054	TIR	DNA/hAT
Populus_pruinosa|Chr13:13251059-13251780|LTR_165-LTR	Populus_pruinosa	Chr13	13251059	13251780	LTR	LTR/Gypsy
Populus_pruinosa|Chr13:20713347-20713546|TIR_4	Populus_pruinosa	Chr13	20713347	20713546	TIR	DNA/TcMar
Populus_pruinosa|Chr14:13440371-13440551|TIR_4	Populus_pruinosa	Chr14	13440371	13440551	TIR	DNA/TcMar
Populus_pruinosa|Chr14:13440662-13440684|TIR_4	Populus_pruinosa	Chr14	13440662	13440684	TIR	DNA/TcMar
Populus_pruinosa|Chr14:13440684-13440825|TIR_1	Populus_pruinosa	Chr14	13440684	13440825	TIR	DNA/TcMar
Populus_pruinosa|Chr14:13440825-13440837|TIR_4	Populus_pruinosa	Chr14	13440825	13440837	TIR	DNA/TcMar
Populus_pruinosa|Chr14:15550777-15550979|TIR_4	Populus_pruinosa	Chr14	15550777	15550979	TIR	DNA/TcMar
Populus_pruinosa|Chr14:15554914-15554952|TIR_12	Populus_pruinosa	Chr14	15554914	15554952	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr14:15554952-15555074|Denovo_Non_LTR_1	Populus_pruinosa	Chr14	15554952	15555074	TIR	DNA/hAT
Populus_pruinosa|Chr14:15555609-15555727|TIR_12	Populus_pruinosa	Chr14	15555609	15555727	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr14:19905273-19905464|TIR_4	Populus_pruinosa	Chr14	19905273	19905464	TIR	DNA/TcMar
Populus_pruinosa|Chr14:21144793-21144968|LTR_269-int	Populus_pruinosa	Chr14	21144793	21144968	LTR	LTR/Copia
Populus_pruinosa|Chr16:1926358-1926446|TIR_45	Populus_pruinosa	Chr16	1926358	1926446	TIR	DNA/hAT
Populus_pruinosa|Chr16:1926503-1926895|TIR_19	Populus_pruinosa	Chr16	1926503	1926895	TIR	DNA/TcMar
Populus_pruinosa|Chr18:2165221-2165393|TIR_4	Populus_pruinosa	Chr18	2165221	2165393	TIR	DNA/TcMar
Populus_pruinosa|Chr18:2165601-2165753|TIR_4	Populus_pruinosa	Chr18	2165601	2165753	TIR	DNA/TcMar
Populus_pruinosa|Chr19:12951843-12956424|LTR_233-int	Populus_pruinosa	Chr19	12951843	12956424	LTR	LTR/Copia
Populus_pruinosa|Chr19:12956419-12956782|LTR_155-LTR	Populus_pruinosa	Chr19	12956419	12956782	LTR	LTR/Copia
Populus_pruinosa|Chr2:1991331-1991510|TIR_4	Populus_pruinosa	Chr2	1991331	1991510	TIR	DNA/TcMar
Populus_pruinosa|Chr2:6566021-6566454|TIR_40	Populus_pruinosa	Chr2	6566021	6566454	Helitron	RC/Helitron
Populus_pruinosa|Chr2:6567393-6567498|TIR_4	Populus_pruinosa	Chr2	6567393	6567498	TIR	DNA/TcMar
Populus_pruinosa|Chr2:6583665-6583793|Denovo_Non_LTR_7	Populus_pruinosa	Chr2	6583665	6583793	non-LTR	SINE/tRNA
Populus_pruinosa|Chr2:6583819-6583935|Denovo_Non_LTR_7	Populus_pruinosa	Chr2	6583819	6583935	non-LTR	SINE/tRNA
Populus_pruinosa|Chr2:8837422-8837521|TIR_3	Populus_pruinosa	Chr2	8837422	8837521	TIR	DNA/hAT
Populus_pruinosa|Chr2:9554110-9554357|TIR_10	Populus_pruinosa	Chr2	9554110	9554357	TIR	DNA/hAT
Populus_pruinosa|Chr2:9554379-9554586|TIR_4	Populus_pruinosa	Chr2	9554379	9554586	TIR	DNA/TcMar
Populus_pruinosa|Chr2:12761450-12762189|Denovo_Non_LTR_1	Populus_pruinosa	Chr2	12761450	12762189	TIR	DNA/hAT
Populus_pruinosa|Chr2:16025245-16025411|TIR_4	Populus_pruinosa	Chr2	16025245	16025411	TIR	DNA/TcMar
Populus_pruinosa|Chr3:15725486-15725582|Denovo_Non_LTR_9	Populus_pruinosa	Chr3	15725486	15725582	non-LTR	SINE/tRNA
Populus_pruinosa|Chr4:11677123-11677448|LTR_33-LTR	Populus_pruinosa	Chr4	11677123	11677448	LTR	LTR/Copia
Populus_pruinosa|Chr4:23098489-23098720|TIR_42	Populus_pruinosa	Chr4	23098489	23098720	TIR	DNA/TcMar
Populus_pruinosa|Chr4:23098518-23099127|LTR_270-int	Populus_pruinosa	Chr4	23098518	23099127	LTR	LTR/Copia
Populus_pruinosa|Chr4:23099127-23099224|TIR_7	Populus_pruinosa	Chr4	23099127	23099224	TIR	DNA/other
Populus_pruinosa|Chr4:23101146-23101317|LTR_124-LTR	Populus_pruinosa	Chr4	23101146	23101317	LTR	LTR/Gypsy
Populus_pruinosa|Chr4:23107876-23108041|TIR_1	Populus_pruinosa	Chr4	23107876	23108041	TIR	DNA/TcMar
Populus_pruinosa|Chr4:25380179-25380361|Denovo_Non_LTR_10	Populus_pruinosa	Chr4	25380179	25380361	non-LTR	SINE/tRNA
Populus_pruinosa|Chr4:26729822-26729915|LTR_269-int	Populus_pruinosa	Chr4	26729822	26729915	LTR	LTR/Copia
Populus_pruinosa|Chr4:26732845-26732958|TIR_21	Populus_pruinosa	Chr4	26732845	26732958	TIR	DNA/MULE
Populus_pruinosa|Chr4:26732859-26733008|TIR_31	Populus_pruinosa	Chr4	26732859	26733008	LTR	LTR/Gypsy
Populus_pruinosa|Chr4:26733063-26741426|TIR_31	Populus_pruinosa	Chr4	26733063	26741426	LTR	LTR/Gypsy
Populus_pruinosa|Chr4:28977080-28977494|LTR_147-LTR	Populus_pruinosa	Chr4	28977080	28977494	LTR	LTR/Gypsy
Populus_pruinosa|Chr4:30320132-30320286|LTR_270-int	Populus_pruinosa	Chr4	30320132	30320286	LTR	LTR/Copia
Populus_pruinosa|Chr5:5326478-5326611|TIR_4	Populus_pruinosa	Chr5	5326478	5326611	TIR	DNA/TcMar
Populus_pruinosa|Chr5:5326624-5326772|TIR_4	Populus_pruinosa	Chr5	5326624	5326772	TIR	DNA/TcMar
Populus_pruinosa|Chr5:8100346-8100612|TIR_40	Populus_pruinosa	Chr5	8100346	8100612	Helitron	RC/Helitron
Populus_pruinosa|Chr5:9049335-9049675|TIR_41	Populus_pruinosa	Chr5	9049335	9049675	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr5:9049808-9050068|TIR_7	Populus_pruinosa	Chr5	9049808	9050068	TIR	DNA/other
Populus_pruinosa|Chr5:9050240-9050424|Denovo_Non_LTR_9	Populus_pruinosa	Chr5	9050240	9050424	non-LTR	SINE/tRNA
Populus_pruinosa|Chr5:9050493-9050699|LTR_269-int	Populus_pruinosa	Chr5	9050493	9050699	LTR	LTR/Copia
Populus_pruinosa|Chr5:9052819-9052939|TIR_4	Populus_pruinosa	Chr5	9052819	9052939	TIR	DNA/TcMar
Populus_pruinosa|Chr5:9053685-9053872|Denovo_Non_LTR_2	Populus_pruinosa	Chr5	9053685	9053872	non-LTR	SINE/tRNA
Populus_pruinosa|Chr5:23281286-23281897|LTR_165-LTR	Populus_pruinosa	Chr5	23281286	23281897	LTR	LTR/Gypsy
Populus_pruinosa|Chr5:26054049-26054438|TIR_19	Populus_pruinosa	Chr5	26054049	26054438	TIR	DNA/TcMar
Populus_pruinosa|Chr5:26059118-26059840|Denovo_Non_LTR_1	Populus_pruinosa	Chr5	26059118	26059840	TIR	DNA/hAT
Populus_pruinosa|Chr5:26309215-26309407|TIR_4	Populus_pruinosa	Chr5	26309215	26309407	TIR	DNA/TcMar
Populus_pruinosa|Chr5:29409515-29409679|TIR_43	Populus_pruinosa	Chr5	29409515	29409679	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr5:29412051-29412226|TIR_4	Populus_pruinosa	Chr5	29412051	29412226	TIR	DNA/TcMar
Populus_pruinosa|Chr5:31205964-31206082|TIR_12	Populus_pruinosa	Chr5	31205964	31206082	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr5:31206082-31206767|Denovo_Non_LTR_1	Populus_pruinosa	Chr5	31206082	31206767	TIR	DNA/hAT
Populus_pruinosa|Chr6:2195564-2195617|Denovo_Non_LTR_9	Populus_pruinosa	Chr6	2195564	2195617	non-LTR	SINE/tRNA
Populus_pruinosa|Chr6:2200890-2201051|TIR_4	Populus_pruinosa	Chr6	2200890	2201051	TIR	DNA/TcMar
Populus_pruinosa|Chr6:2705972-2706064|Denovo_Non_LTR_6	Populus_pruinosa	Chr6	2705972	2706064	non-LTR	SINE/tRNA
Populus_pruinosa|Chr6:6400992-6401143|TIR_42	Populus_pruinosa	Chr6	6400992	6401143	TIR	DNA/TcMar
Populus_pruinosa|Chr6:32077189-32077562|TIR_40	Populus_pruinosa	Chr6	32077189	32077562	Helitron	RC/Helitron
Populus_pruinosa|Chr6:33935400-33936518|TIR_12	Populus_pruinosa	Chr6	33935400	33936518	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr6:33936518-33937075|Denovo_Non_LTR_1	Populus_pruinosa	Chr6	33936518	33937075	TIR	DNA/hAT
Populus_pruinosa|Chr7:475060-475122|LTR_269-int	Populus_pruinosa	Chr7	475060	475122	LTR	LTR/Copia
Populus_pruinosa|Chr7:477372-477563|TIR_4	Populus_pruinosa	Chr7	477372	477563	TIR	DNA/TcMar
Populus_pruinosa|Chr7:478145-478482|TIR_41	Populus_pruinosa	Chr7	478145	478482	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr7:1539320-1539466|Denovo_Non_LTR_7	Populus_pruinosa	Chr7	1539320	1539466	non-LTR	SINE/tRNA
Populus_pruinosa|Chr7:1539321-1539484|LTR_269-int	Populus_pruinosa	Chr7	1539321	1539484	LTR	LTR/Copia
Populus_pruinosa|Chr7:15523628-15524034|TIR_8	Populus_pruinosa	Chr7	15523628	15524034	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr7:15524117-15524312|TIR_4	Populus_pruinosa	Chr7	15524117	15524312	TIR	DNA/TcMar
Populus_pruinosa|Chr7:15532690-15532846|LTR_269-int	Populus_pruinosa	Chr7	15532690	15532846	LTR	LTR/Copia
Populus_pruinosa|Chr8:830159-830219|Denovo_Non_LTR_2	Populus_pruinosa	Chr8	830159	830219	non-LTR	SINE/tRNA
Populus_pruinosa|Chr8:830821-831424|Denovo_Non_LTR_1	Populus_pruinosa	Chr8	830821	831424	TIR	DNA/hAT
Populus_pruinosa|Chr8:831424-831456|TIR_12	Populus_pruinosa	Chr8	831424	831456	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr8:6772707-6772934|TIR_7	Populus_pruinosa	Chr8	6772707	6772934	TIR	DNA/other
Populus_pruinosa|Chr9:7164792-7165008|TIR_40	Populus_pruinosa	Chr9	7164792	7165008	Helitron	RC/Helitron
Populus_pruinosa|Chr9:11999297-11999496|TIR_16	Populus_pruinosa	Chr9	11999297	11999496	TIR	DNA/PIF-Harbinger
Populus_pruinosa|Chr9:13768358-13768549|Denovo_Non_LTR_6	Populus_pruinosa	Chr9	13768358	13768549	non-LTR	SINE/tRNA
Populus_pruinosa|Chr9:15452564-15452598|LTR_147-LTR	Populus_pruinosa	Chr9	15452564	15452598	LTR	LTR/Gypsy
Populus_pruinosa|Chr9:15966870-15967053|TIR_4	Populus_pruinosa	Chr9	15966870	15967053	TIR	DNA/TcMar
Populus_pseudoglauca|Chr1:11438249-11438369|TIR_82	Populus_pseudoglauca	Chr1	11438249	11438369	TIR	DNA/other
Populus_pseudoglauca|Chr1:11438714-11438874|TIR_82	Populus_pseudoglauca	Chr1	11438714	11438874	TIR	DNA/other
Populus_pseudoglauca|Chr1:11799046-11799174|TIR_145	Populus_pseudoglauca	Chr1	11799046	11799174	TIR	DNA/TcMar
Populus_pseudoglauca|Chr1:11803123-11803284|TIR_82	Populus_pseudoglauca	Chr1	11803123	11803284	TIR	DNA/other
Populus_pseudoglauca|Chr1:39325042-39325762|LTR_1292-int	Populus_pseudoglauca	Chr1	39325042	39325762	LTR	LTR/Copia
Populus_pseudoglauca|Chr1:42448579-42450845|TIR_123	Populus_pseudoglauca	Chr1	42448579	42450845	TIR	DNA/hAT
Populus_pseudoglauca|Chr1:42451857-42452043|TIR_74	Populus_pseudoglauca	Chr1	42451857	42452043	TIR	DNA/hAT
Populus_pseudoglauca|Chr1:42453146-42453318|TIR_74	Populus_pseudoglauca	Chr1	42453146	42453318	TIR	DNA/hAT
Populus_pseudoglauca|Chr1:42459952-42460108|TIR_82	Populus_pseudoglauca	Chr1	42459952	42460108	TIR	DNA/other
Populus_pseudoglauca|Chr1:42460269-42460379|TIR_82	Populus_pseudoglauca	Chr1	42460269	42460379	TIR	DNA/other
Populus_pseudoglauca|Chr1:47615561-47615683|TIR_51	Populus_pseudoglauca	Chr1	47615561	47615683	TIR	DNA/TcMar
Populus_pseudoglauca|Chr1:47620098-47620255|TIR_82	Populus_pseudoglauca	Chr1	47620098	47620255	TIR	DNA/other
Populus_pseudoglauca|Chr1:52072785-52072864|TIR_164	Populus_pseudoglauca	Chr1	52072785	52072864	TIR	DNA/other
Populus_pseudoglauca|Chr10:12176853-12176972|TIR_25	Populus_pseudoglauca	Chr10	12176853	12176972	TIR	DNA/other
Populus_pseudoglauca|Chr10:14305526-14305706|TIR_25	Populus_pseudoglauca	Chr10	14305526	14305706	TIR	DNA/other
Populus_pseudoglauca|Chr10:14309689-14309861|TIR_167	Populus_pseudoglauca	Chr10	14309689	14309861	TIR	DNA/PIF-Harbinger
Populus_pseudoglauca|Chr10:14310443-14310554|TIR_167	Populus_pseudoglauca	Chr10	14310443	14310554	TIR	DNA/PIF-Harbinger
Populus_pseudoglauca|Chr10:18751375-18751560|TIR_25	Populus_pseudoglauca	Chr10	18751375	18751560	TIR	DNA/other
Populus_pseudoglauca|Chr10:19784141-19784283|TIR_25	Populus_pseudoglauca	Chr10	19784141	19784283	TIR	DNA/other
Populus_pseudoglauca|Chr10:19784388-19784565|TIR_25	Populus_pseudoglauca	Chr10	19784388	19784565	TIR	DNA/other
Populus_pseudoglauca|Chr11:301584-303132|LTR_1144-int	Populus_pseudoglauca	Chr11	301584	303132	LTR	LTR/Copia
Populus_pseudoglauca|Chr11:302210-303587|LTR_138-LTR	Populus_pseudoglauca	Chr11	302210	303587	LTR	LTR/Gypsy
Populus_pseudoglauca|Chr11:688837-688874|TIR_10	Populus_pseudoglauca	Chr11	688837	688874	non-LTR	LINE/L1
Populus_pseudoglauca|Chr11:6681900-6682156|TIR_21	Populus_pseudoglauca	Chr11	6681900	6682156	TIR	DNA/TcMar
Populus_pseudoglauca|Chr11:6684248-6684429|TIR_25	Populus_pseudoglauca	Chr11	6684248	6684429	TIR	DNA/other
Populus_pseudoglauca|Chr11:7573156-7573319|TIR_23	Populus_pseudoglauca	Chr11	7573156	7573319	TIR	DNA/PIF-Harbinger
Populus_pseudoglauca|Chr11:7573311-7573597|TIR_93	Populus_pseudoglauca	Chr11	7573311	7573597	TIR	DNA/PIF-Harbinger
Populus_pseudoglauca|Chr11:7576087-7576246|TIR_73	Populus_pseudoglauca	Chr11	7576087	7576246	TIR	DNA/TcMar
Populus_pseudoglauca|Chr12:447341-447485|Denovo_Non_LTR_11	Populus_pseudoglauca	Chr12	447341	447485	TIR	DNA/hAT
Populus_pseudoglauca|Chr12:7059172-7059988|TIR_167	Populus_pseudoglauca	Chr12	7059172	7059988	TIR	DNA/PIF-Harbinger
Populus_pseudoglauca|Chr12:7061203-7061343|TIR_61	Populus_pseudoglauca	Chr12	7061203	7061343	TIR	DNA/hAT
Populus_pseudoglauca|Chr12:15570632-15570804|TIR_25	Populus_pseudoglauca	Chr12	15570632	15570804	TIR	DNA/other
Populus_pseudoglauca|Chr12:15570865-15571050|TIR_73	Populus_pseudoglauca	Chr12	15570865	15571050	TIR	DNA/TcMar
Populus_pseudoglauca|Chr12:15570877-15571075|TIR_17	Populus_pseudoglauca	Chr12	15570877	15571075	TIR	DNA/PIF-Harbinger
Populus_pseudoglauca|Chr12:15571138-15571290|TIR_25	Populus_pseudoglauca	Chr12	15571138	15571290	TIR	DNA/other
Populus_pseudoglauca|Chr13:15570643-15570861|TIR_168	Populus_pseudoglauca	Chr13	15570643	15570861	TIR	DNA/TcMar
Populus_pseudoglauca|Chr13:15571893-15572082|TIR_25	Populus_pseudoglauca	Chr13	15571893	15572082	TIR	DNA/other
Populus_pseudoglauca|Chr13:15575285-15575357|TIR_25	Populus_pseudoglauca	Chr13	15575285	15575357	TIR	DNA/other
