gene_id	species	chrom	window_start	window_end
Populus_ilicifolia__evm.model.scaffold96_cov103.427	Populus_ilicifolia	Chr5	20817686	20824738
Populus_ilicifolia__evm.model.scaffold96_cov103.290	Populus_ilicifolia	Chr5	21846929	21852208
Populus_ilicifolia__evm.model.scaffold96_cov103.172	Populus_ilicifolia	Chr5	22733724	22738751
Populus_ilicifolia__evm.model.scaffold96_cov103.19	Populus_ilicifolia	Chr5	23588071	23594253
Populus_ilicifolia__evm.model.scaffold894_cov107.19	Populus_ilicifolia	Chr6	1551823	1559115
Populus_ilicifolia__evm.model.scaffold894_cov107.82	Populus_ilicifolia	Chr6	1958186	1965192
Populus_ilicifolia__evm.model.scaffold894_cov107.121	Populus_ilicifolia	Chr6	2377225	2386694
Populus_ilicifolia__evm.model.scaffold258_cov104.68	Populus_ilicifolia	Chr6	3928058	3937489
Populus_ilicifolia__evm.model.scaffold262_cov103.63	Populus_ilicifolia	Chr6	5928007	5934255
Populus_ilicifolia__evm.model.scaffold10_cov104.228	Populus_ilicifolia	Chr6	8713582	8720288
Populus_ilicifolia__evm.model.scaffold365_cov106.228	Populus_ilicifolia	Chr6	23387620	23392574
Populus_ilicifolia__evm.model.scaffold365_cov106.2	Populus_ilicifolia	Chr6	25029584	25035485
Populus_ilicifolia__evm.model.scaffold3471_cov113.1	Populus_ilicifolia	Chr7	17426	21925
Populus_ilicifolia__evm.model.scaffold405_cov103.242	Populus_ilicifolia	Chr7	499383	503975
Populus_ilicifolia__evm.model.scaffold405_cov103.23	Populus_ilicifolia	Chr7	2243406	2250498
Populus_ilicifolia__evm.model.scaffold726_cov101.14	Populus_ilicifolia	Chr7	10337374	10387098
Populus_ilicifolia__evm.model.scaffold726_cov101.16	Populus_ilicifolia	Chr7	10390250	10396991
Populus_ilicifolia__evm.model.scaffold1832_cov110.20	Populus_ilicifolia	Chr8	453096	458036
Populus_ilicifolia__evm.model.scaffold730_cov109.10	Populus_ilicifolia	Chr8	799003	805315
Populus_ilicifolia__evm.model.scaffold625_cov106.54	Populus_ilicifolia	Chr8	6631201	6635637
Populus_ilicifolia__evm.model.scaffold546_cov105.65	Populus_ilicifolia	Chr8	7117076	7121683
Populus_ilicifolia__evm.model.scaffold546_cov105.16	Populus_ilicifolia	Chr8	7477329	7485749
Populus_ilicifolia__evm.model.scaffold350_cov108.12	Populus_ilicifolia	Chr9	3145905	3152236
Populus_ilicifolia__evm.model.scaffold4_cov105.294	Populus_ilicifolia	Chr9	7144372	7149232
Populus_ilicifolia__evm.model.scaffold4_cov105.293	Populus_ilicifolia	Chr9	7149322	7155694
Populus_ilicifolia__evm.model.scaffold842_cov103.75	Populus_ilicifolia	Chr9	8852231	8859738
Populus_ilicifolia__evm.model.scaffold117_cov106.117	Populus_ilicifolia	Chr9	10011950	10016422
Populus_ilicifolia__evm.model.scaffold117_cov106.178	Populus_ilicifolia	Chr9	10427790	10434584
Populus_ilicifolia__evm.model.scaffold100_cov105.25	Populus_ilicifolia	Chr9	10955317	10960664
Populus_ilicifolia__evm.model.scaffold315_cov110.36	Populus_ilicifolia	Chr9	12641518	12652342
Populus_ilicifolia__evm.model.scaffold315_cov110.38	Populus_ilicifolia	Chr9	12661796	12667987
Populus_koreana__Pokor00802.t1	Populus_koreana	Chr1	11257976	11263566
Populus_koreana__Pokor00834.t1	Populus_koreana	Chr1	11613819	11618840
Populus_koreana__Pokor02315.t2	Populus_koreana	Chr1	28157148	28162078
Populus_koreana__Pokor02860.t1	Populus_koreana	Chr1	37019871	37024327
Populus_koreana__Pokor03155.t1	Populus_koreana	Chr1	40013517	40023500
Populus_koreana__Pokor03773.t1	Populus_koreana	Chr1	45114801	45121682
Populus_koreana__Pokor04190.t2	Populus_koreana	Chr1	48742213	48753195
Populus_koreana__Pokor04295.t1	Populus_koreana	Chr1	49451778	49456580
Populus_koreana__Pokor22374.t1	Populus_koreana	Chr10	473624	479766
Populus_koreana__Pokor22447.t1	Populus_koreana	Chr10	838196	844587
Populus_koreana__Pokor23305.t1	Populus_koreana	Chr10	6655250	6659686
Populus_koreana__Pokor23376.t1	Populus_koreana	Chr10	7165211	7169815
Populus_koreana__Pokor23428.t1	Populus_koreana	Chr10	7545341	7553753
Populus_koreana__Pokor25471.t1	Populus_koreana	Chr11	14986121	14992615
Populus_koreana__Pokor25714.t1	Populus_koreana	Chr11	17501670	17508449
Populus_koreana__Pokor26387.t1	Populus_koreana	Chr12	4237893	4242476
Populus_koreana__Pokor27156.t1	Populus_koreana	Chr12	14513248	14520947
Populus_koreana__Pokor27580.t1	Populus_koreana	Chr13	3006803	3015035
Populus_koreana__Pokor28003.t2	Populus_koreana	Chr13	9500680	9508067
Populus_koreana__Pokor28292.t1	Populus_koreana	Chr13	13909771	13916317
Populus_koreana__Pokor28561.t3	Populus_koreana	Chr13	16214067	16220695
Populus_koreana__Pokor28864.t1	Populus_koreana	Chr14	2079112	2085020
Populus_koreana__Pokor30183.t1	Populus_koreana	Chr15	1722365	1728133
Populus_koreana__Pokor30244.t1	Populus_koreana	Chr15	2213394	2220284
Populus_koreana__Pokor30283.t1	Populus_koreana	Chr15	2563879	2572369
Populus_koreana__Pokor30407.t3	Populus_koreana	Chr15	3670546	3679738
Populus_koreana__LG15_exon2_exon4_exon3_exon5	Populus_koreana	Chr15	13407780	13413847
Populus_koreana__Pokor32791.t1	Populus_koreana	Chr17	1121424	1129103
Populus_koreana__Pokor33213.t2	Populus_koreana	Chr17	4533980	4541454
Populus_koreana__Pokor33775.t5	Populus_koreana	Chr17	13138134	13146512
Populus_koreana__Pokor33873.t1	Populus_koreana	Chr17	13894771	13899267
Populus_koreana__Pokor34003.t1	Populus_koreana	Chr17	14928716	14933404
Populus_koreana__Pokor34078.t1	Populus_koreana	Chr18	50305	55662
Populus_koreana__Pokor34972.t1	Populus_koreana	Chr18	9523073	9527704
Populus_koreana__Pokor35497.t1	Populus_koreana	Chr19	348029	353853
Populus_koreana__Pokor35499.t1	Populus_koreana	Chr19	364252	373297
Populus_koreana__Pokor35768.t1	Populus_koreana	Chr19	2061067	2066425
Populus_koreana__Pokor35857.t1	Populus_koreana	Chr19	2538361	2545184
Populus_koreana__Pokor35912.t1	Populus_koreana	Chr19	2924474	2928943
Populus_koreana__Pokor36089.t7	Populus_koreana	Chr19	4058078	4064398
Populus_koreana__Pokor36356.t1	Populus_koreana	Chr19	5666771	5673311
Populus_koreana__Pokor36884.t1	Populus_koreana	Chr19	9888249	9894574
Populus_koreana__Pokor04704.t2	Populus_koreana	Chr2	1700059	1704959
Populus_koreana__Pokor04768.t1	Populus_koreana	Chr2	2069222	2076274
Populus_koreana__Pokor04806.t1	Populus_koreana	Chr2	2469954	2479505
Populus_koreana__Pokor05001.t1	Populus_koreana	Chr2	4019531	4028908
Populus_koreana__Pokor05239.t1	Populus_koreana	Chr2	6039094	6045062
Populus_koreana__Pokor05542.t1	Populus_koreana	Chr2	8741929	8748633
Populus_koreana__Pokor06845.t2	Populus_koreana	Chr2	24374015	24379115
Populus_koreana__Pokor07072.t1	Populus_koreana	Chr2	26523931	26529820
Populus_koreana__Pokor07162.t1	Populus_koreana	Chr3	151800	157491
Populus_koreana__Pokor07333.t1	Populus_koreana	Chr3	1027801	1032819
Populus_koreana__Pokor07461.t1	Populus_koreana	Chr3	1911409	1916184
Populus_koreana__Pokor07593.t1	Populus_koreana	Chr3	2922708	2929692
Populus_koreana__Pokor07823.t1	Populus_koreana	Chr3	4923947	4932229
Populus_koreana__Pokor07846.t1	Populus_koreana	Chr3	5197729	5205405
Populus_koreana__Pokor08053.t1	Populus_koreana	Chr3	7628929	7635930
Populus_koreana__Pokor08451.t2	Populus_koreana	Chr3	15289012	15295997
Populus_koreana__Pokor08513.t1	Populus_koreana	Chr3	15906053	15910543
Populus_koreana__Pokor08609.t1	Populus_koreana	Chr3	16759028	16763638
Populus_koreana__Pokor08884.t4	Populus_koreana	Chr3	19291889	19299307
Populus_koreana__Pokor09174.t1	Populus_koreana	Chr3	21694264	21702991
Populus_koreana__Pokor10333.t1	Populus_koreana	Chr4	9686865	9691301
Populus_koreana__Pokor10611.t4	Populus_koreana	Chr4	12717798	12725252
Populus_koreana__Pokor11013.t1	Populus_koreana	Chr4	15918584	15925561
Populus_koreana__Pokor11111.t1	Populus_koreana	Chr4	16638520	16642965
Populus_koreana__Pokor11362.t1	Populus_koreana	Chr4	18847160	18852580
Populus_koreana__Pokor11364.t1	Populus_koreana	Chr4	18861070	18868095
Populus_koreana__Pokor11579.t1	Populus_koreana	Chr4	20582063	20590609
Populus_koreana__Pokor11600.t2	Populus_koreana	Chr4	20784517	20790958
Populus_koreana__Pokor11816.t1	Populus_koreana	Chr4	22447379	22454455
Populus_koreana__Pokor11957.t1	Populus_koreana	Chr4	23333818	23338290
Populus_koreana__Pokor12107.t2	Populus_koreana	Chr4	24318096	24322763
Populus_koreana__Pokor13333.t1	Populus_koreana	Chr5	10648258	10652850
Populus_koreana__Pokor13622.t1	Populus_koreana	Chr5	16353990	16360831
Populus_koreana__Pokor13775.t1	Populus_koreana	Chr5	17905630	17910099
Populus_koreana__Pokor13833.t1	Populus_koreana	Chr5	18392267	18398772
Populus_koreana__Pokor13937.t4	Populus_koreana	Chr5	19159304	19164112
Populus_koreana__Pokor14205.t1	Populus_koreana	Chr5	21381074	21391154
Populus_koreana__Pokor14351.t1	Populus_koreana	Chr5	22770183	22779481
Populus_koreana__Pokor14560.t1	Populus_koreana	Chr6	354901	361555
Populus_koreana__Pokor15707.t1	Populus_koreana	Chr6	14486667	14492073
Populus_koreana__Pokor15781.t1	Populus_koreana	Chr6	15077845	15082524
Populus_koreana__Pokor15850.t1	Populus_koreana	Chr6	15612799	15617232
Populus_koreana__Pokor16792.t1	Populus_koreana	Chr6	21839310	21845828
Populus_koreana__Pokor16848.t1	Populus_koreana	Chr6	22114905	22120709
Populus_koreana__Pokor16852.t1	Populus_koreana	Chr6	22126164	22132409
Populus_koreana__Pokor17035.t1	Populus_koreana	Chr7	1626646	1633227
Populus_koreana__Pokor17831.t1	Populus_koreana	Chr7	12424014	12433606
Populus_koreana__Pokor18772.t1	Populus_koreana	Chr7	19842086	19851977
Populus_koreana__Pokor18855.t2	Populus_koreana	Chr7	20454950	20459665
Populus_koreana__Pokor19878.t1	Populus_koreana	Chr8	11771854	11776275
Populus_koreana__Pokor20126.t1	Populus_koreana	Chr8	13790550	13798530
Populus_koreana__Pokor20676.t1	Populus_koreana	Chr8	18194618	18201393
Populus_koreana__Pokor20805.t1	Populus_koreana	Chr8	19200604	19205040
Populus_koreana__Pokor20825.t1	Populus_koreana	Chr8	19378303	19382988
Populus_lasiocarpa__Polas00241.t1	Populus_lasiocarpa	Chr1	1516233	1521035
Populus_lasiocarpa__Polas00336.t2	Populus_lasiocarpa	Chr1	2162600	2173585
Populus_lasiocarpa__Polas00786.t3	Populus_lasiocarpa	Chr1	6129893	6137032
Populus_lasiocarpa__Polas01408.t2	Populus_lasiocarpa	Chr1	11355062	11556429
Populus_lasiocarpa__Polas01725.t1	Populus_lasiocarpa	Chr1	14678902	14684424
Populus_lasiocarpa__Polas02308.t2	Populus_lasiocarpa	Chr1	24186573	24194064
Populus_lasiocarpa__Polas03841.t1	Populus_lasiocarpa	Chr1	40424503	40429842
Populus_lasiocarpa__Polas03877.t1	Populus_lasiocarpa	Chr1	40799759	40805357
Populus_lasiocarpa__Polas24666.t1	Populus_lasiocarpa	Chr10	10462807	10467228
Populus_lasiocarpa__Polas24928.t5	Populus_lasiocarpa	Chr10	12604002	12612176
Populus_lasiocarpa__Polas25508.t2	Populus_lasiocarpa	Chr10	17042967	17049750
Populus_lasiocarpa__Polas25649.t1	Populus_lasiocarpa	Chr10	18105239	18109675
Populus_lasiocarpa__Polas25670.t1	Populus_lasiocarpa	Chr10	18281671	18286356
Populus_lasiocarpa__Polas26037.t1	Populus_lasiocarpa	Chr11	2539035	2544949
Populus_lasiocarpa__Polas27272.t1	Populus_lasiocarpa	Chr12	488204	492943
Populus_lasiocarpa__Polas27404.t1	Populus_lasiocarpa	Chr12	1592182	1596678
Populus_lasiocarpa__Polas27497.t2	Populus_lasiocarpa	Chr12	2361225	2368303
Populus_lasiocarpa__Polas28078.t1	Populus_lasiocarpa	Chr12	11923328	11930803
Populus_lasiocarpa__Polas28500.t1	Populus_lasiocarpa	Chr12	15753932	15761642
Populus_lasiocarpa__Polas29673.t1	Populus_lasiocarpa	Chr13	14796278	14802762
Populus_lasiocarpa__Polas29929.t1	Populus_lasiocarpa	Chr13	17042396	17049159
Populus_lasiocarpa__Polas31015.t1	Populus_lasiocarpa	Chr14	11781665	11786296
Populus_lasiocarpa__Polas31910.t1	Populus_lasiocarpa	Chr15	3094671	3102575
Populus_lasiocarpa__Polas32402.t1	Populus_lasiocarpa	Chr15	10251461	10258829
Populus_lasiocarpa__LG15_exon3_exon2_exon1_exon5	Populus_lasiocarpa	Chr15	14451965	14458505
Populus_lasiocarpa__Polas32970.t3	Populus_lasiocarpa	Chr15	16575140	16581716
Populus_lasiocarpa__Polas33500.t1	Populus_lasiocarpa	Chr16	4342499	4347082
Populus_lasiocarpa__Polas34237.t1	Populus_lasiocarpa	Chr16	14398478	14406167
Populus_lasiocarpa__Polas34682.t1	Populus_lasiocarpa	Chr17	1627846	1633622
Populus_lasiocarpa__Polas34753.t1	Populus_lasiocarpa	Chr17	2055040	2061930
Populus_lasiocarpa__Polas34805.t1	Populus_lasiocarpa	Chr17	2411649	2420138
Populus_lasiocarpa__Polas34928.t1	Populus_lasiocarpa	Chr17	3395260	3404420
Populus_lasiocarpa__LG17_exon1_exon3_exon2	Populus_lasiocarpa	Chr17	14508305	14514229
Populus_lasiocarpa__Polas37371.t1	Populus_lasiocarpa	Chr19	335952	341804
Populus_lasiocarpa__Polas37373.t1	Populus_lasiocarpa	Chr19	353018	363915
Populus_lasiocarpa__Polas37652.t1	Populus_lasiocarpa	Chr19	2157463	2162822
Populus_lasiocarpa__Polas37739.t1	Populus_lasiocarpa	Chr19	2662774	2669600
Populus_lasiocarpa__Polas37794.t1	Populus_lasiocarpa	Chr19	3046214	3050683
Populus_lasiocarpa__Polas37979.t4	Populus_lasiocarpa	Chr19	4242199	4248514
Populus_lasiocarpa__Polas38244.t1	Populus_lasiocarpa	Chr19	5957686	5964233
Populus_lasiocarpa__Polas38810.t2	Populus_lasiocarpa	Chr19	10566437	10571346
Populus_lasiocarpa__Polas04789.t1	Populus_lasiocarpa	Chr2	306456	312185
Populus_lasiocarpa__Polas05071.t1	Populus_lasiocarpa	Chr2	2574736	2580734
Populus_lasiocarpa__Polas06454.t2	Populus_lasiocarpa	Chr2	18841688	18848401
Populus_lasiocarpa__Polas06776.t1	Populus_lasiocarpa	Chr2	21728373	21734335
Populus_lasiocarpa__Polas07024.t1	Populus_lasiocarpa	Chr2	23916195	23925546
Populus_lasiocarpa__Polas07236.t1	Populus_lasiocarpa	Chr2	25635258	25644834
Populus_lasiocarpa__Polas07281.t1	Populus_lasiocarpa	Chr2	26059237	26066288
Populus_lasiocarpa__Polas07347.t1	Populus_lasiocarpa	Chr2	26448802	26454563
Populus_lasiocarpa__Polas07625.t1	Populus_lasiocarpa	Chr3	176594	182282
Populus_lasiocarpa__Polas07783.t1	Populus_lasiocarpa	Chr3	1059759	1064777
Populus_lasiocarpa__Polas07914.t1	Populus_lasiocarpa	Chr3	1949388	1953857
Populus_lasiocarpa__Polas08067.t1	Populus_lasiocarpa	Chr3	3033098	3040252
Populus_lasiocarpa__Polas08298.t1	Populus_lasiocarpa	Chr3	5215102	5223382
Populus_lasiocarpa__Polas08322.t1	Populus_lasiocarpa	Chr3	5475825	5483500
Populus_lasiocarpa__Polas08542.t1	Populus_lasiocarpa	Chr3	8115353	8122399
Populus_lasiocarpa__Polas09021.t1	Populus_lasiocarpa	Chr3	16914474	16921457
Populus_lasiocarpa__Polas09091.t1	Populus_lasiocarpa	Chr3	17635294	17639784
Populus_lasiocarpa__Polas09198.t1	Populus_lasiocarpa	Chr3	18522195	18526805
Populus_lasiocarpa__Polas09491.t1	Populus_lasiocarpa	Chr3	21045896	21053343
Populus_lasiocarpa__Polas09792.t1	Populus_lasiocarpa	Chr3	23412464	23421178
Populus_lasiocarpa__Polas10923.t1	Populus_lasiocarpa	Chr4	10092108	10096544
Populus_lasiocarpa__Polas11210.t1	Populus_lasiocarpa	Chr4	13291452	13298928
Populus_lasiocarpa__Polas11639.t5	Populus_lasiocarpa	Chr4	16606029	16612659
Populus_lasiocarpa__Polas11739.t1	Populus_lasiocarpa	Chr4	17372639	17377084
Populus_lasiocarpa__Polas11998.t1	Populus_lasiocarpa	Chr4	19660718	19666146
Populus_lasiocarpa__Polas12000.t1	Populus_lasiocarpa	Chr4	19675151	19682172
Populus_lasiocarpa__Polas12218.t1	Populus_lasiocarpa	Chr4	21387024	21395562
Populus_lasiocarpa__Polas12238.t2	Populus_lasiocarpa	Chr4	21590271	21596713
Populus_lasiocarpa__Polas12463.t1	Populus_lasiocarpa	Chr4	23320269	23327356
Populus_lasiocarpa__Polas12599.t1	Populus_lasiocarpa	Chr4	24235486	24239958
Populus_lasiocarpa__Polas13981.t1	Populus_lasiocarpa	Chr5	10863308	10867900
Populus_lasiocarpa__Polas14286.t1	Populus_lasiocarpa	Chr5	16748705	16755530
Populus_lasiocarpa__Polas14449.t1	Populus_lasiocarpa	Chr5	18425065	18429534
Populus_lasiocarpa__Polas14509.t1	Populus_lasiocarpa	Chr5	18946063	18952570
Populus_lasiocarpa__Polas14621.t1	Populus_lasiocarpa	Chr5	19664131	19669509
Populus_lasiocarpa__Polas14914.t1	Populus_lasiocarpa	Chr5	22231573	22241826
Populus_lasiocarpa__Polas15062.t1	Populus_lasiocarpa	Chr5	23502630	23511913
Populus_lasiocarpa__Polas15321.t1	Populus_lasiocarpa	Chr6	443968	450216
Populus_lasiocarpa__Polas15326.t1	Populus_lasiocarpa	Chr6	455512	461312
Populus_lasiocarpa__Polas16386.t1	Populus_lasiocarpa	Chr6	7290133	7294566
Populus_lasiocarpa__Polas16456.t1	Populus_lasiocarpa	Chr6	7820066	7824676
Populus_lasiocarpa__Polas17748.t1	Populus_lasiocarpa	Chr6	22298908	22305277
Populus_lasiocarpa__Polas17904.t1	Populus_lasiocarpa	Chr7	1287274	1293876
Populus_lasiocarpa__Polas18714.t1	Populus_lasiocarpa	Chr7	12490524	12500478
Populus_lasiocarpa__Polas19732.t1	Populus_lasiocarpa	Chr7	20389472	20399329
Populus_lasiocarpa__Polas19846.t2	Populus_lasiocarpa	Chr7	21406641	21411356
Populus_lasiocarpa__Polas21226.t1	Populus_lasiocarpa	Chr8	13264240	13272647
Populus_lasiocarpa__Polas21280.t1	Populus_lasiocarpa	Chr8	13644239	13648843
Populus_lasiocarpa__Polas21358.t1	Populus_lasiocarpa	Chr8	14140005	14144438
Populus_lasiocarpa__Polas22270.t1	Populus_lasiocarpa	Chr8	20162960	20169338
Populus_lasiocarpa__Polas22349.t1	Populus_lasiocarpa	Chr8	20525406	20531550
Populus_pruinosa__PprTF01G0179.1	Populus_pruinosa	Chr1	1619598	1624403
Populus_pruinosa__PprTF01G0266.1	Populus_pruinosa	Chr1	2299300	2310266
Populus_pruinosa__PprTF01G0624.1	Populus_pruinosa	Chr1	5689242	5696034
Populus_pruinosa__PprTF01G1160.1	Populus_pruinosa	Chr1	10836049	10845837
Populus_pruinosa__PprTF01G1431.1	Populus_pruinosa	Chr1	14033495	14039008
Populus_pruinosa__PprTF01G1868.1	Populus_pruinosa	Chr1	26310399	26316734
Populus_pruinosa__PprTF01G3123.1	Populus_pruinosa	Chr1	45558701	45563739
Populus_pruinosa__PprTF01G3154.1	Populus_pruinosa	Chr1	46079218	46084825
Populus_pruinosa__PprTF10G0074.1	Populus_pruinosa	Chr10	412722	418927
Populus_pruinosa__PprTF10G0077.1	Populus_pruinosa	Chr10	427357	433110
Populus_pruinosa__PprTF10G0131.1	Populus_pruinosa	Chr10	708827	717952
Populus_pruinosa__PprTF10G0995.1	Populus_pruinosa	Chr10	7081102	7085538
Populus_pruinosa__Chr10_exon1	Populus_pruinosa	Chr10	7636456	7641059
Populus_pruinosa__PprTF10G2160.1	Populus_pruinosa	Chr10	25231490	25238582
Populus_pruinosa__PprTF13G0347.1	Populus_pruinosa	Chr13	3001835	3010427
Populus_pruinosa__PprTF13G0736.1	Populus_pruinosa	Chr13	13244179	13251583
Populus_pruinosa__PprTF13G0979.1	Populus_pruinosa	Chr13	18558013	18564564
Populus_pruinosa__PprTF13G1197.1	Populus_pruinosa	Chr13	20708497	20715130
Populus_pruinosa__PprTF14G0638.1	Populus_pruinosa	Chr14	13440336	13444760
Populus_pruinosa__PprTF14G0885.1	Populus_pruinosa	Chr14	15549923	15557870
Populus_pruinosa__PprTF14G1397.1	Populus_pruinosa	Chr14	19904368	19910662
Populus_pruinosa__PprTF14G1510.1	Populus_pruinosa	Chr14	20881010	20885449
Populus_pruinosa__PprTF14G1544.1	Populus_pruinosa	Chr14	21144951	21149636
Populus_pruinosa__PprTF15G0408.1	Populus_pruinosa	Chr15	6483666	6488303
Populus_pruinosa__PprTF16G0239.1	Populus_pruinosa	Chr16	1925852	1932746
Populus_pruinosa__PprTF16G0273.1	Populus_pruinosa	Chr16	2264689	2273176
Populus_pruinosa__PprTF16G0373.1	Populus_pruinosa	Chr16	3329053	3337452
Populus_pruinosa__PprTF17G0126.1	Populus_pruinosa	Chr17	2261736	2269467
Populus_pruinosa__PprTF18G0212.1	Populus_pruinosa	Chr18	2160523	2166098
Populus_pruinosa__PprTF19G0581.1	Populus_pruinosa	Chr19	12956136	12962643
Populus_pruinosa__PprTF19G0754.1	Populus_pruinosa	Chr19	15133121	15139923
Populus_pruinosa__PprTF02G0284.1	Populus_pruinosa	Chr2	1990099	1994574
Populus_pruinosa__PprTF02G0409.1	Populus_pruinosa	Chr2	2893690	2900752
Populus_pruinosa__PprTF02G0617.1	Populus_pruinosa	Chr2	4634039	4640443
Populus_pruinosa__PprTF02G0637.1	Populus_pruinosa	Chr2	4849866	4858355
Populus_pruinosa__PprTF02G0832.1	Populus_pruinosa	Chr2	6566063	6573124
Populus_pruinosa__PprTF02G0833.1	Populus_pruinosa	Chr2	6579363	6584760
Populus_pruinosa__PprTF02G1062.1	Populus_pruinosa	Chr2	8837113	8841561
Populus_pruinosa__PprTF02G1156.1	Populus_pruinosa	Chr2	9554207	9560835
Populus_pruinosa__PprTF02G1525.1	Populus_pruinosa	Chr2	12754084	12761702
Populus_pruinosa__PprTF02G1769.1	Populus_pruinosa	Chr2	16024848	16029287
Populus_pruinosa__PprTF03G0087.1	Populus_pruinosa	Chr3	1531475	1538172
Populus_pruinosa__PprTF03G0748.1	Populus_pruinosa	Chr3	15715896	15725613
Populus_pruinosa__PprTF03G1654.1	Populus_pruinosa	Chr3	23171472	23181319
Populus_pruinosa__PprTF03G1727.1	Populus_pruinosa	Chr3	23785008	23789717
Populus_pruinosa__PprTF04G0874.1	Populus_pruinosa	Chr4	11677185	11681780
Populus_pruinosa__PprTF04G1093.1	Populus_pruinosa	Chr4	23098587	23108114
Populus_pruinosa__PprTF04G1247.1	Populus_pruinosa	Chr4	25377227	25381699
Populus_pruinosa__PprTF04G1294.1	Populus_pruinosa	Chr4	25884970	25891474
Populus_pruinosa__PprTF04G1381.1	Populus_pruinosa	Chr4	26728908	26733719
Populus_pruinosa__PprTF04G1606.1	Populus_pruinosa	Chr4	28967545	28977202
Populus_pruinosa__PprTF04G1737.1	Populus_pruinosa	Chr4	30314807	30324692
Populus_pruinosa__PprTF05G0355.1	Populus_pruinosa	Chr5	2982708	2987657
Populus_pruinosa__PprTF05G0599.1	Populus_pruinosa	Chr5	5320292	5327690
Populus_pruinosa__PprTF05G0847.1	Populus_pruinosa	Chr5	8095636	8100348
Populus_pruinosa__PprTF05G0935.1	Populus_pruinosa	Chr5	9049654	9054147
Populus_pruinosa__PprTF05G0997.1	Populus_pruinosa	Chr5	9856075	9863052
Populus_pruinosa__PprTF05G1301.1	Populus_pruinosa	Chr5	23275160	23282230
Populus_pruinosa__PprTF05G1494.1	Populus_pruinosa	Chr5	26053178	26060884
Populus_pruinosa__PprTF05G1515.1	Populus_pruinosa	Chr5	26302298	26310569
Populus_pruinosa__PprTF05G1738.1	Populus_pruinosa	Chr5	28338211	28345276
Populus_pruinosa__PprTF05G1865.1	Populus_pruinosa	Chr5	29408760	29413238
Populus_pruinosa__PprTF05G1985.1	Populus_pruinosa	Chr5	30333010	30338032
Populus_pruinosa__PprTF05G2126.1	Populus_pruinosa	Chr5	31201740	31207406
Populus_pruinosa__PprTF06G0192.1	Populus_pruinosa	Chr6	1822191	1827897
Populus_pruinosa__PprTF06G0248.1	Populus_pruinosa	Chr6	2194059	2201118
Populus_pruinosa__PprTF06G0288.1	Populus_pruinosa	Chr6	2697952	2707471
Populus_pruinosa__PprTF06G0476.1	Populus_pruinosa	Chr6	4354096	4363545
Populus_pruinosa__PprTF06G0702.1	Populus_pruinosa	Chr6	6400505	6406750
Populus_pruinosa__PprTF06G0967.1	Populus_pruinosa	Chr6	9518671	9525485
Populus_pruinosa__PprTF06G2103.1	Populus_pruinosa	Chr6	32077531	32084088
Populus_pruinosa__PprTF06G2310.1	Populus_pruinosa	Chr6	33936352	33942089
Populus_pruinosa__PprTF07G0062.1	Populus_pruinosa	Chr7	474199	478869
Populus_pruinosa__PprTF07G0182.1	Populus_pruinosa	Chr7	1537877	1542130
Populus_pruinosa__PprTF07G0186.1	Populus_pruinosa	Chr7	1566894	1571393
Populus_pruinosa__PprTF07G0271.1	Populus_pruinosa	Chr7	2348114	2355244
Populus_pruinosa__Chr7_exon13_exon12_exon25_exon1_exon7_exon11	Populus_pruinosa	Chr7	15475226	15482748
Populus_pruinosa__PprTF07G0737.1	Populus_pruinosa	Chr7	15520010	15524280
Populus_pruinosa__PprTF07G0738.1	Populus_pruinosa	Chr7	15528578	15533091
Populus_pruinosa__PprTF07G1080.1	Populus_pruinosa	Chr7	19210551	19218301
Populus_pruinosa__PprTF08G0080.1	Populus_pruinosa	Chr8	458289	464445
Populus_pruinosa__PprTF08G0148.1	Populus_pruinosa	Chr8	829947	836284
Populus_pruinosa__PprTF08G0945.1	Populus_pruinosa	Chr8	6771659	6776193
Populus_pruinosa__PprTF08G1009.1	Populus_pruinosa	Chr8	7264067	7268674
Populus_pruinosa__PprTF08G1056.1	Populus_pruinosa	Chr8	7633751	7642219
Populus_pruinosa__PprTF09G0182.1	Populus_pruinosa	Chr9	7159047	7165420
Populus_pruinosa__PprTF09G0691.1	Populus_pruinosa	Chr9	11998124	12002982
Populus_pruinosa__PprTF09G0692.1	Populus_pruinosa	Chr9	12002834	12009445
Populus_pruinosa__PprTF09G0934.1	Populus_pruinosa	Chr9	13767834	13774753
Populus_pruinosa__PprTF09G1109.1	Populus_pruinosa	Chr9	15039764	15044236
Populus_pruinosa__PprTF09G1167.1	Populus_pruinosa	Chr9	15449057	15455849
Populus_pruinosa__PprTF09G1244.1	Populus_pruinosa	Chr9	15966248	15971047
Populus_pruinosa__PprTF09G1503.1	Populus_pruinosa	Chr9	17689332	17700098
Populus_pruinosa__PprTF09G1505.1	Populus_pruinosa	Chr9	17709890	17715723
Populus_pseudoglauca__Popse00863.t1	Populus_pseudoglauca	Chr1	11437917	11443509
Populus_pseudoglauca__Popse00894.t1	Populus_pseudoglauca	Chr1	11798684	11803701
Populus_pseudoglauca__Popse02422.t2	Populus_pseudoglauca	Chr1	29365725	29370649
Populus_pseudoglauca__Popse02970.t1	Populus_pseudoglauca	Chr1	39321607	39326054
Populus_pseudoglauca__Popse03272.t1	Populus_pseudoglauca	Chr1	42450679	42460654
