Species	OrthoFinder_ID	gene_chr	gene_start	gene_end	TE_positive
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold5_cov102.48	Chr2	6472246	6473626	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold164_cov102.199	Chr2	8688013	8688460	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold164_cov102.297	Chr2	9373731	9378149	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold130_cov102.107	Chr2	12488646	12491852	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold687_cov105.32	Chr2	15385236	15385674	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold2195_cov107.5	Chr3	1248317	1250930	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1665_cov104.5	Chr3	11113552	11119262	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1007_cov103.44	Chr3	19017672	19023524	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold12_cov109.75	Chr3	19608861	19609554	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold2971_cov84.1	Chr4	11019208	11019802	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold401_cov111.66	Chr4	16369805	16373427	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold428_cov103.57	Chr4	18309016	18309487	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold428_cov103.9	Chr4	18814661	18817190	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold152_cov107.55	Chr4	19550167	19551548	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold360_cov106.303	Chr4	21462022	21467674	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold360_cov106.150	Chr4	22749336	22755136	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold37_cov106.336	Chr5	2736096	2740691	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold37_cov106.72	Chr5	4981944	4985493	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold526_cov104.16	Chr5	7034034	7034412	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold526_cov104.105	Chr5	7929840	7930332	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold601_cov109.6	Chr5	8632083	8635064	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold933_cov112.5	Chr5	16091109	16094217	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold48_cov100.38	Chr5	18544963	18548654	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold48_cov100.22	Chr5	18783207	18785887	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold96_cov103.427	Chr5	20819687	20822738	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold96_cov103.290	Chr5	21848930	21850208	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold96_cov103.172	Chr5	22735725	22736751	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold96_cov103.19	Chr5	23590072	23592253	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold894_cov107.19	Chr6	1553824	1557115	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold894_cov107.82	Chr6	1960187	1963192	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold894_cov107.121	Chr6	2379226	2384694	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold258_cov104.68	Chr6	3930059	3935489	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold262_cov103.63	Chr6	5930008	5932255	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold10_cov104.228	Chr6	8715583	8718288	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold365_cov106.228	Chr6	23389621	23390574	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold365_cov106.2	Chr6	25031585	25033485	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold3471_cov113.1	Chr7	19427	19925	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold405_cov103.242	Chr7	501384	501975	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold405_cov103.23	Chr7	2245407	2248498	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold726_cov101.14	Chr7	10339375	10385098	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold726_cov101.16	Chr7	10392251	10394991	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1832_cov110.20	Chr8	455097	456036	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold730_cov109.10	Chr8	801004	803315	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold625_cov106.54	Chr8	6633202	6633637	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold546_cov105.65	Chr8	7119077	7119683	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold546_cov105.16	Chr8	7479330	7483749	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold350_cov108.12	Chr9	3147906	3150236	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold4_cov105.294	Chr9	7146373	7147232	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold4_cov105.293	Chr9	7151323	7153694	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold842_cov103.75	Chr9	8854232	8857738	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold117_cov106.117	Chr9	10013951	10014422	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold117_cov106.178	Chr9	10429791	10432584	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold100_cov105.25	Chr9	10957318	10958664	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold315_cov110.36	Chr9	12643519	12650342	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold315_cov110.38	Chr9	12663797	12665987	False
Populus_koreana	Populus_koreana__Pokor00802.t1	Chr1	11259977	11261566	True
Populus_koreana	Populus_koreana__Pokor00834.t1	Chr1	11615820	11616840	True
Populus_koreana	Populus_koreana__Pokor02315.t2	Chr1	28159149	28160078	True
Populus_koreana	Populus_koreana__Pokor02860.t1	Chr1	37021872	37022327	True
Populus_koreana	Populus_koreana__Pokor03155.t1	Chr1	40015518	40021500	True
Populus_koreana	Populus_koreana__Pokor03773.t1	Chr1	45116802	45119682	True
Populus_koreana	Populus_koreana__Pokor04190.t2	Chr1	48744214	48751195	True
Populus_koreana	Populus_koreana__Pokor04295.t1	Chr1	49453779	49454580	False
Populus_koreana	Populus_koreana__Pokor22374.t1	Chr10	475625	477766	True
Populus_koreana	Populus_koreana__Pokor22447.t1	Chr10	840197	842587	False
Populus_koreana	Populus_koreana__Pokor23305.t1	Chr10	6657251	6657686	True
Populus_koreana	Populus_koreana__Pokor23376.t1	Chr10	7167212	7167815	False
Populus_koreana	Populus_koreana__Pokor23428.t1	Chr10	7547342	7551753	True
Populus_koreana	Populus_koreana__Pokor25471.t1	Chr11	14988122	14990615	True
Populus_koreana	Populus_koreana__Pokor25714.t1	Chr11	17503671	17506449	True
Populus_koreana	Populus_koreana__Pokor26387.t1	Chr12	4239894	4240476	False
Populus_koreana	Populus_koreana__Pokor27156.t1	Chr12	14515249	14518947	True
Populus_koreana	Populus_koreana__Pokor27580.t1	Chr13	3008804	3013035	True
Populus_koreana	Populus_koreana__Pokor28003.t2	Chr13	9502681	9506067	True
Populus_koreana	Populus_koreana__Pokor28292.t1	Chr13	13911772	13914317	True
Populus_koreana	Populus_koreana__Pokor28561.t3	Chr13	16216068	16218695	True
Populus_koreana	Populus_koreana__Pokor28864.t1	Chr14	2081113	2083020	True
Populus_koreana	Populus_koreana__Pokor30183.t1	Chr15	1724366	1726133	True
Populus_koreana	Populus_koreana__Pokor30244.t1	Chr15	2215395	2218284	True
Populus_koreana	Populus_koreana__Pokor30283.t1	Chr15	2565880	2570369	False
Populus_koreana	Populus_koreana__Pokor30407.t3	Chr15	3672547	3677738	True
Populus_koreana	Populus_koreana__LG15_exon2_exon4_exon3_exon5	Chr15	13409781	13411847	False
Populus_koreana	Populus_koreana__Pokor32791.t1	Chr17	1123425	1127103	False
Populus_koreana	Populus_koreana__Pokor33213.t2	Chr17	4535981	4539454	False
Populus_koreana	Populus_koreana__Pokor33775.t5	Chr17	13140135	13144512	True
Populus_koreana	Populus_koreana__Pokor33873.t1	Chr17	13896772	13897267	True
Populus_koreana	Populus_koreana__Pokor34003.t1	Chr17	14930717	14931404	True
Populus_koreana	Populus_koreana__Pokor34078.t1	Chr18	52306	53662	True
Populus_koreana	Populus_koreana__Pokor34972.t1	Chr18	9525074	9525704	True
Populus_koreana	Populus_koreana__Pokor35497.t1	Chr19	350030	351853	False
Populus_koreana	Populus_koreana__Pokor35499.t1	Chr19	366253	371297	True
Populus_koreana	Populus_koreana__Pokor35768.t1	Chr19	2063068	2064425	True
Populus_koreana	Populus_koreana__Pokor35857.t1	Chr19	2540362	2543184	True
Populus_koreana	Populus_koreana__Pokor35912.t1	Chr19	2926475	2926943	True
Populus_koreana	Populus_koreana__Pokor36089.t7	Chr19	4060079	4062398	True
Populus_koreana	Populus_koreana__Pokor36356.t1	Chr19	5668772	5671311	False
Populus_koreana	Populus_koreana__Pokor36884.t1	Chr19	9890250	9892574	True
Populus_koreana	Populus_koreana__Pokor04704.t2	Chr2	1702060	1702959	False
Populus_koreana	Populus_koreana__Pokor04768.t1	Chr2	2071223	2074274	True
Populus_koreana	Populus_koreana__Pokor04806.t1	Chr2	2471955	2477505	True
Populus_koreana	Populus_koreana__Pokor05001.t1	Chr2	4021532	4026908	True
Populus_koreana	Populus_koreana__Pokor05239.t1	Chr2	6041095	6043062	True
Populus_koreana	Populus_koreana__Pokor05542.t1	Chr2	8743930	8746633	True
Populus_koreana	Populus_koreana__Pokor06845.t2	Chr2	24376016	24377115	True
Populus_koreana	Populus_koreana__Pokor07072.t1	Chr2	26525932	26527820	True
Populus_koreana	Populus_koreana__Pokor07162.t1	Chr3	153801	155491	True
Populus_koreana	Populus_koreana__Pokor07333.t1	Chr3	1029802	1030819	True
Populus_koreana	Populus_koreana__Pokor07461.t1	Chr3	1913410	1914184	True
Populus_koreana	Populus_koreana__Pokor07593.t1	Chr3	2924709	2927692	True
Populus_koreana	Populus_koreana__Pokor07823.t1	Chr3	4925948	4930229	True
Populus_koreana	Populus_koreana__Pokor07846.t1	Chr3	5199730	5203405	True
Populus_koreana	Populus_koreana__Pokor08053.t1	Chr3	7630930	7633930	True
Populus_koreana	Populus_koreana__Pokor08451.t2	Chr3	15291013	15293997	True
Populus_koreana	Populus_koreana__Pokor08513.t1	Chr3	15908054	15908543	True
Populus_koreana	Populus_koreana__Pokor08609.t1	Chr3	16761029	16761638	True
Populus_koreana	Populus_koreana__Pokor08884.t4	Chr3	19293890	19297307	True
Populus_koreana	Populus_koreana__Pokor09174.t1	Chr3	21696265	21700991	True
Populus_koreana	Populus_koreana__Pokor10333.t1	Chr4	9688866	9689301	True
Populus_koreana	Populus_koreana__Pokor10611.t4	Chr4	12719799	12723252	True
Populus_koreana	Populus_koreana__Pokor11013.t1	Chr4	15920585	15923561	False
Populus_koreana	Populus_koreana__Pokor11111.t1	Chr4	16640521	16640965	True
Populus_koreana	Populus_koreana__Pokor11362.t1	Chr4	18849161	18850580	False
Populus_koreana	Populus_koreana__Pokor11364.t1	Chr4	18863071	18866095	True
Populus_koreana	Populus_koreana__Pokor11579.t1	Chr4	20584064	20588609	True
Populus_koreana	Populus_koreana__Pokor11600.t2	Chr4	20786518	20788958	True
Populus_koreana	Populus_koreana__Pokor11816.t1	Chr4	22449380	22452455	False
Populus_koreana	Populus_koreana__Pokor11957.t1	Chr4	23335819	23336290	False
Populus_koreana	Populus_koreana__Pokor12107.t2	Chr4	24320097	24320763	True
Populus_koreana	Populus_koreana__Pokor13333.t1	Chr5	10650259	10650850	True
Populus_koreana	Populus_koreana__Pokor13622.t1	Chr5	16355991	16358831	False
Populus_koreana	Populus_koreana__Pokor13775.t1	Chr5	17907631	17908099	True
Populus_koreana	Populus_koreana__Pokor13833.t1	Chr5	18394268	18396772	True
Populus_koreana	Populus_koreana__Pokor13937.t4	Chr5	19161305	19162112	True
Populus_koreana	Populus_koreana__Pokor14205.t1	Chr5	21383075	21389154	False
Populus_koreana	Populus_koreana__Pokor14351.t1	Chr5	22772184	22777481	True
Populus_koreana	Populus_koreana__Pokor14560.t1	Chr6	356902	359555	True
Populus_koreana	Populus_koreana__Pokor15707.t1	Chr6	14488668	14490073	True
Populus_koreana	Populus_koreana__Pokor15781.t1	Chr6	15079846	15080524	True
Populus_koreana	Populus_koreana__Pokor15850.t1	Chr6	15614800	15615232	True
Populus_koreana	Populus_koreana__Pokor16792.t1	Chr6	21841311	21843828	True
Populus_koreana	Populus_koreana__Pokor16848.t1	Chr6	22116906	22118709	True
Populus_koreana	Populus_koreana__Pokor16852.t1	Chr6	22128165	22130409	True
Populus_koreana	Populus_koreana__Pokor17035.t1	Chr7	1628647	1631227	False
Populus_koreana	Populus_koreana__Pokor17831.t1	Chr7	12426015	12431606	True
Populus_koreana	Populus_koreana__Pokor18772.t1	Chr7	19844087	19849977	False
Populus_koreana	Populus_koreana__Pokor18855.t2	Chr7	20456951	20457665	False
Populus_koreana	Populus_koreana__Pokor19878.t1	Chr8	11773855	11774275	True
Populus_koreana	Populus_koreana__Pokor20126.t1	Chr8	13792551	13796530	True
Populus_koreana	Populus_koreana__Pokor20676.t1	Chr8	18196619	18199393	True
Populus_koreana	Populus_koreana__Pokor20805.t1	Chr8	19202605	19203040	True
Populus_koreana	Populus_koreana__Pokor20825.t1	Chr8	19380304	19380988	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas00241.t1	Chr1	1518234	1519035	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas00336.t2	Chr1	2164601	2171585	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas00786.t3	Chr1	6131894	6135032	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas01408.t2	Chr1	11357063	11554429	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas01725.t1	Chr1	14680903	14682424	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas02308.t2	Chr1	24188574	24192064	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas03841.t1	Chr1	40426504	40427842	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas03877.t1	Chr1	40801760	40803357	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas24666.t1	Chr10	10464808	10465228	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas24928.t5	Chr10	12606003	12610176	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas25508.t2	Chr10	17044968	17047750	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas25649.t1	Chr10	18107240	18107675	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas25670.t1	Chr10	18283672	18284356	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas26037.t1	Chr11	2541036	2542949	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas27272.t1	Chr12	490205	490943	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas27404.t1	Chr12	1594183	1594678	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas27497.t2	Chr12	2363226	2366303	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas28078.t1	Chr12	11925329	11928803	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas28500.t1	Chr12	15755933	15759642	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas29673.t1	Chr13	14798279	14800762	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas29929.t1	Chr13	17044397	17047159	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas31015.t1	Chr14	11783666	11784296	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas31910.t1	Chr15	3096672	3100575	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas32402.t1	Chr15	10253462	10256829	True
Populus_lasiocarpa	Populus_lasiocarpa__LG15_exon3_exon2_exon1_exon5	Chr15	14453966	14456505	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas32970.t3	Chr15	16577141	16579716	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas33500.t1	Chr16	4344500	4345082	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas34237.t1	Chr16	14400479	14404167	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas34682.t1	Chr17	1629847	1631622	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas34753.t1	Chr17	2057041	2059930	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas34805.t1	Chr17	2413650	2418138	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas34928.t1	Chr17	3397261	3402420	True
Populus_lasiocarpa	Populus_lasiocarpa__LG17_exon1_exon3_exon2	Chr17	14510306	14512229	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas37371.t1	Chr19	337953	339804	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas37373.t1	Chr19	355019	361915	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas37652.t1	Chr19	2159464	2160822	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas37739.t1	Chr19	2664775	2667600	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas37794.t1	Chr19	3048215	3048683	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas37979.t4	Chr19	4244200	4246514	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas38244.t1	Chr19	5959687	5962233	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas38810.t2	Chr19	10568438	10569346	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas04789.t1	Chr2	308457	310185	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas05071.t1	Chr2	2576737	2578734	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas06454.t2	Chr2	18843689	18846401	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas06776.t1	Chr2	21730374	21732335	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas07024.t1	Chr2	23918196	23923546	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas07236.t1	Chr2	25637259	25642834	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas07281.t1	Chr2	26061238	26064288	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas07347.t1	Chr2	26450803	26452563	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas07625.t1	Chr3	178595	180282	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas07783.t1	Chr3	1061760	1062777	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas07914.t1	Chr3	1951389	1951857	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas08067.t1	Chr3	3035099	3038252	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas08298.t1	Chr3	5217103	5221382	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas08322.t1	Chr3	5477826	5481500	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas08542.t1	Chr3	8117354	8120399	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas09021.t1	Chr3	16916475	16919457	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas09091.t1	Chr3	17637295	17637784	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas09198.t1	Chr3	18524196	18524805	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas09491.t1	Chr3	21047897	21051343	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas09792.t1	Chr3	23414465	23419178	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas10923.t1	Chr4	10094109	10094544	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas11210.t1	Chr4	13293453	13296928	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas11639.t5	Chr4	16608030	16610659	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas11739.t1	Chr4	17374640	17375084	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas11998.t1	Chr4	19662719	19664146	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas12000.t1	Chr4	19677152	19680172	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas12218.t1	Chr4	21389025	21393562	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas12238.t2	Chr4	21592272	21594713	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas12463.t1	Chr4	23322270	23325356	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas12599.t1	Chr4	24237487	24237958	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas13981.t1	Chr5	10865309	10865900	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas14286.t1	Chr5	16750706	16753530	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas14449.t1	Chr5	18427066	18427534	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas14509.t1	Chr5	18948064	18950570	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas14621.t1	Chr5	19666132	19667509	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas14914.t1	Chr5	22233574	22239826	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas15062.t1	Chr5	23504631	23509913	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas15321.t1	Chr6	445969	448216	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas15326.t1	Chr6	457513	459312	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas16386.t1	Chr6	7292134	7292566	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas16456.t1	Chr6	7822067	7822676	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas17748.t1	Chr6	22300909	22303277	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas17904.t1	Chr7	1289275	1291876	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas18714.t1	Chr7	12492525	12498478	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas19732.t1	Chr7	20391473	20397329	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas19846.t2	Chr7	21408642	21409356	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas21226.t1	Chr8	13266241	13270647	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas21280.t1	Chr8	13646240	13646843	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas21358.t1	Chr8	14142006	14142438	True
Populus_lasiocarpa	Populus_lasiocarpa__Polas22270.t1	Chr8	20164961	20167338	False
Populus_lasiocarpa	Populus_lasiocarpa__Polas22349.t1	Chr8	20527407	20529550	True
Populus_pruinosa	Populus_pruinosa__PprTF01G0179.1	Chr1	1621599	1622403	False
Populus_pruinosa	Populus_pruinosa__PprTF01G0266.1	Chr1	2301301	2308266	False
Populus_pruinosa	Populus_pruinosa__PprTF01G0624.1	Chr1	5691243	5694034	True
Populus_pruinosa	Populus_pruinosa__PprTF01G1160.1	Chr1	10838050	10843837	True
Populus_pruinosa	Populus_pruinosa__PprTF01G1431.1	Chr1	14035496	14037008	True
Populus_pruinosa	Populus_pruinosa__PprTF01G1868.1	Chr1	26312400	26314734	False
Populus_pruinosa	Populus_pruinosa__PprTF01G3123.1	Chr1	45560702	45561739	True
Populus_pruinosa	Populus_pruinosa__PprTF01G3154.1	Chr1	46081219	46082825	True
Populus_pruinosa	Populus_pruinosa__PprTF10G0074.1	Chr10	414723	416927	True
Populus_pruinosa	Populus_pruinosa__PprTF10G0077.1	Chr10	429358	431110	True
Populus_pruinosa	Populus_pruinosa__PprTF10G0131.1	Chr10	710828	715952	True
Populus_pruinosa	Populus_pruinosa__PprTF10G0995.1	Chr10	7083103	7083538	False
Populus_pruinosa	Populus_pruinosa__Chr10_exon1	Chr10	7638457	7639059	False
Populus_pruinosa	Populus_pruinosa__PprTF10G2160.1	Chr10	25233491	25236582	True
Populus_pruinosa	Populus_pruinosa__PprTF13G0347.1	Chr13	3003836	3008427	True
Populus_pruinosa	Populus_pruinosa__PprTF13G0736.1	Chr13	13246180	13249583	True
Populus_pruinosa	Populus_pruinosa__PprTF13G0979.1	Chr13	18560014	18562564	False
Populus_pruinosa	Populus_pruinosa__PprTF13G1197.1	Chr13	20710498	20713130	True
Populus_pruinosa	Populus_pruinosa__PprTF14G0638.1	Chr14	13442337	13442760	True
Populus_pruinosa	Populus_pruinosa__PprTF14G0885.1	Chr14	15551924	15555870	True
Populus_pruinosa	Populus_pruinosa__PprTF14G1397.1	Chr14	19906369	19908662	True
Populus_pruinosa	Populus_pruinosa__PprTF14G1510.1	Chr14	20883011	20883449	False
Populus_pruinosa	Populus_pruinosa__PprTF14G1544.1	Chr14	21146952	21147636	True
Populus_pruinosa	Populus_pruinosa__PprTF15G0408.1	Chr15	6485667	6486303	False
Populus_pruinosa	Populus_pruinosa__PprTF16G0239.1	Chr16	1927853	1930746	True
Populus_pruinosa	Populus_pruinosa__PprTF16G0273.1	Chr16	2266690	2271176	False
Populus_pruinosa	Populus_pruinosa__PprTF16G0373.1	Chr16	3331054	3335452	False
Populus_pruinosa	Populus_pruinosa__PprTF17G0126.1	Chr17	2263737	2267467	False
Populus_pruinosa	Populus_pruinosa__PprTF18G0212.1	Chr18	2162524	2164098	True
Populus_pruinosa	Populus_pruinosa__PprTF19G0581.1	Chr19	12958137	12960643	True
Populus_pruinosa	Populus_pruinosa__PprTF19G0754.1	Chr19	15135122	15137923	False
Populus_pruinosa	Populus_pruinosa__PprTF02G0284.1	Chr2	1992100	1992574	True
Populus_pruinosa	Populus_pruinosa__PprTF02G0409.1	Chr2	2895691	2898752	False
Populus_pruinosa	Populus_pruinosa__PprTF02G0617.1	Chr2	4636040	4638443	False
Populus_pruinosa	Populus_pruinosa__PprTF02G0637.1	Chr2	4851867	4856355	False
Populus_pruinosa	Populus_pruinosa__PprTF02G0832.1	Chr2	6568064	6571124	True
Populus_pruinosa	Populus_pruinosa__PprTF02G0833.1	Chr2	6581364	6582760	True
Populus_pruinosa	Populus_pruinosa__PprTF02G1062.1	Chr2	8839114	8839561	True
Populus_pruinosa	Populus_pruinosa__PprTF02G1156.1	Chr2	9556208	9558835	True
Populus_pruinosa	Populus_pruinosa__PprTF02G1525.1	Chr2	12756085	12759702	True
Populus_pruinosa	Populus_pruinosa__PprTF02G1769.1	Chr2	16026849	16027287	True
Populus_pruinosa	Populus_pruinosa__PprTF03G0087.1	Chr3	1533476	1536172	False
Populus_pruinosa	Populus_pruinosa__PprTF03G0748.1	Chr3	15717897	15723613	True
Populus_pruinosa	Populus_pruinosa__PprTF03G1654.1	Chr3	23173473	23179319	False
Populus_pruinosa	Populus_pruinosa__PprTF03G1727.1	Chr3	23787009	23787717	False
Populus_pruinosa	Populus_pruinosa__PprTF04G0874.1	Chr4	11679186	11679780	True
Populus_pruinosa	Populus_pruinosa__PprTF04G1093.1	Chr4	23100588	23106114	True
Populus_pruinosa	Populus_pruinosa__PprTF04G1247.1	Chr4	25379228	25379699	True
Populus_pruinosa	Populus_pruinosa__PprTF04G1294.1	Chr4	25886971	25889474	False
Populus_pruinosa	Populus_pruinosa__PprTF04G1381.1	Chr4	26730909	26731719	True
Populus_pruinosa	Populus_pruinosa__PprTF04G1606.1	Chr4	28969546	28975202	True
Populus_pruinosa	Populus_pruinosa__PprTF04G1737.1	Chr4	30316808	30322692	True
Populus_pruinosa	Populus_pruinosa__PprTF05G0355.1	Chr5	2984709	2985657	False
Populus_pruinosa	Populus_pruinosa__PprTF05G0599.1	Chr5	5322293	5325690	True
Populus_pruinosa	Populus_pruinosa__PprTF05G0847.1	Chr5	8097637	8098348	True
Populus_pruinosa	Populus_pruinosa__PprTF05G0935.1	Chr5	9051655	9052147	True
Populus_pruinosa	Populus_pruinosa__PprTF05G0997.1	Chr5	9858076	9861052	False
